covariate,Main_HR,Main_p,Sens_HR,Sens_p
CDCA5,1.1437677219877176,0.02263072536336058,1.1232181900737876,0.049498946940030916
CMC2,0.919107218618388,0.0494797091606155,0.9157878210778062,0.03853124054392408
