covariate,Main_HR,Main_p,Sens_HR,Sens_p
CDCA5,1.149515160607719,0.015533277189595063,1.1401350959318783,0.023841960925489132
CMC2,0.9571081546557406,0.3529194998447598,0.968641885080502,0.5029655604562301
IL23A,0.9102806065141992,0.019264014851403923,0.9084109186415316,0.0176236504990982
AQP5,1.0705780258984239,0.022797425245769956,1.0809315865983429,0.009900457250380695
